source,target,weight,annee,mois,commentaire
PARIS MONTPARNASSE,TOULOUSE MATABIAU,77.0,2015,10,"Deux incidents majeurs sont survenus sur cette ligne: le heurt d'un camion par un TER le 21/10 avec d'importantes perturbations jusqu'au 23/10 & la sortie de voie d'un train de travaux entre Marmande & Agen le 31/10  (10 TGV retardés 17' à 2h47). A noter également, une zone de travaux entre Agen & Marmande entraîne des pertes de temps.
Par ailleurs, un dérangement affectant la voie entre Poitiers & Angoulême le 01/10 touche 13 trains pour 164 minutes,  un dérangement de signalisation sur la Ligne à Grande Vitesse le 02/10 retarde 14 TGV pour 524 minutes, même cause le 19/10 pour 12 TGV (279 minutes de retard cumulé). 
De plus, le heurt d'un animal vers Futuroscope le 07/10 retarde 9 trains pour 219 minutes, une présomption de fuite de matières dangereuses sur un train de marchandises d'une autre entreprise de transport ferroviaire à Angoulême le 10/10 touche 15 trains pour 1151 minutes & la défaillance Matériel d'un train de marchandises d'une autre entreprise de transport ferroviaire à Libourne le 13/10 retarde 8 trains pour 249 minutes.
Enfin, la défaillance Matériel d'un train sur la Ligne à Grande Vitesse à Massy (en région parisienne) le 11/10 retarde  10 trains pour 222 minutes."
ST MALO,PARIS MONTPARNASSE,94.9,2015,10,"Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes)."
PARIS MONTPARNASSE,VANNES,94.2,2015,10,"Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes)."
PARIS MONTPARNASSE,RENNES,93.1,2015,10,"Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes)."
PARIS MONTPARNASSE,LA ROCHELLE VILLE,95.5,2015,10,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,83.0,2015,10,
PARIS LYON,MARSEILLE ST CHARLES,94.0,2015,10,
PARIS LYON,PERPIGNAN,90.9,2015,10,
STRASBOURG,NANTES,92.9,2015,10,
LYON PART DIEU,LILLE,67.0,2014,6,"Les mouvements sociaux qui ont eu lieu du 11 au 24 juin ont nettement affecté les résultats de ce mois. Des travaux entre Macon et Lyon (Cesseins) depuis le 1er juin, avec des limitations de vitesse ont engendré des pertes de temps de quelques minutes. Vers la fin du mois, une augmentation des interventions à bord, que ce soit des pompiers pour porter assistance à des voyageurs ou bien des forces de l'ordre pour rétablir la sécurité. Quelques dérangement des installations également : problème caténaire le 6 à Montanay, d'aiguillage les 22 et 25 sur LGV Nord ou d'un dispositif de détection à Sathonay le 30."
PARIS MONTPARNASSE,BORDEAUX ST JEAN,92.8,2014,5,
BESANCON FRANCHE COMTE TGV,PARIS LYON,92.0,2014,5,
PARIS LYON,BESANCON FRANCHE COMTE TGV,90.8,2014,5,
PARIS MONTPARNASSE,LE MANS,85.1,2014,6,
VANNES,PARIS MONTPARNASSE,94.9,2014,5,
PARIS MONTPARNASSE,VANNES,94.8,2014,5,
DIJON VILLE,PARIS LYON,85.5,2014,6,
PARIS LYON,GRENOBLE,87.6,2014,6,
LILLE,LYON PART DIEU,84.6,2014,6,
LILLE,MARSEILLE ST CHARLES,89.5,2014,3,"Défaut d'alimentation électrique à Montanay le 01. Agression d'un agent à Lyon impactant les 01 et 02. Vol de câbles à Lille le 29. Problème matériel à Arsy le 02. Heurt d'un animal à St Georges d' Espéranche le 13 et à Cluny le 21. Dérangement d'installations au Creusot du 16 au 18 et à Mâcon le 24. Accident de personne à Aix le 17. Incendie dans le tunnel de Marseille le 26. Nombreuses limitations de vitesse pour travaux, notamment à Marseille pour la construction de la troisième voie."
LYON PART DIEU,MONTPELLIER,84.8,2014,3,"Des incidents d'origine externe (accidents de personnes, heurts d'animaux, agressions d'agents SNCF) ont provoqué des retards importants sur cette relation en mars."
MARSEILLE ST CHARLES,LYON PART DIEU,80.6,2014,3,
PARIS LYON,SAINT ETIENNE CHATEAUCREUX,94.1,2014,3,
MARSEILLE ST CHARLES,PARIS LYON,91.6,2014,3,
ST MALO,PARIS MONTPARNASSE,95.1,2014,3,
PARIS LYON,MONTPELLIER,90.8,2014,3,
LILLE,LYON PART DIEU,94.5,2014,3,
ANNECY,PARIS LYON,95.9,2014,3,
NANCY,PARIS EST,96.3,2014,3,
LAVAL,PARIS MONTPARNASSE,89.4,2014,7,"Le 9 la panne d'un train à Marcoussis, sur la Ligne à Grande Vitesse, qui retarde 28 TGV de 8 minutes à 1h35, le 10 un acte de malveillance affectant un train à St Léger, sur la Ligne à Grande Vitesse, retarde 43 TGV de 14 minutes à 4h30, du 14 au 24 des ralentissements consécutifs à des travaux en sortie de Laval ont entraîné des retards dans le sens Province/Paris, le 19 un accident de personne à Champagné retarde 26 TGV de 18min à 3h58."
MARSEILLE ST CHARLES,LYON PART DIEU,77.2,2014,7,"Heurt de personnes le 6, le 13, le 29, installations en dérangement suite à des orages le 6, le 20, le 25."
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,83.8,2014,7,
PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,88.8,2014,7,
PARIS MONTPARNASSE,ANGERS SAINT LAUD,93.6,2014,7,
PARIS LYON,CHAMBERY CHALLES LES EAUX,87.4,2014,7,
LILLE,MARSEILLE ST CHARLES,81.1,2014,7,
PARIS LYON,DIJON VILLE,94.9,2014,7,
PARIS NORD,LILLE,92.4,2014,7,
PARIS NORD,DOUAI,88.1,2014,7,
MARSEILLE ST CHARLES,LILLE,79.7,2014,5,"Agression d'un agent à Lyon le 2, dérangement d'installations à Marseille le 5 et à Valence le 16, incident caténaire à Lyon le 6, bagage abandonné à Marseille le 9 et début d'incendie le 30, accident de personne à Upie le 11, à Valence le 21 et à Oignies le 26, heurt d'animal à Allan le 11 et à Bonlieu le 19. Nombreuses limitations de vitesse suite à travaux, notamment à Cesseins, TGV Haute Picardie et Marseille."
LA ROCHELLE VILLE,PARIS MONTPARNASSE,95.1,2014,5,
LYON PART DIEU,MARSEILLE ST CHARLES,80.5,2014,5,
MARSEILLE ST CHARLES,LYON PART DIEU,82.1,2014,5,
PARIS LYON,AIX EN PROVENCE TGV,92.7,2014,5,
PARIS LYON,VALENCE ALIXAN TGV,90.0,2014,4,
PARIS MONTPARNASSE,VANNES,96.4,2014,4,
BELLEGARDE (AIN),PARIS LYON,87.8,2014,4,
PARIS LYON,LYON PART DIEU,99.2,2014,5,
GRENOBLE,PARIS LYON,94.7,2014,5,
STRASBOURG,NANTES,87.7,2014,5,"Accident de personne le 2 mai,  extinction le 7 mai du tableau optique du poste d'aiguillage qui télécommande Vendenheim. Le 24 mai, une rame duplex inapte occasionne un retard important."
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,87.5,2014,5,
MARSEILLE ST CHARLES,PARIS LYON,91.1,2014,5,
ANGOULEME,PARIS MONTPARNASSE,91.3,2014,5,
PARIS LYON,VALENCE ALIXAN TGV,93.4,2014,5,
PARIS MONTPARNASSE,ST MALO,96.4,2014,5,
RENNES,LYON PART DIEU,93.4,2014,5,
PARIS LYON,MONTPELLIER,90.3,2014,5,
STRASBOURG,PARIS EST,86.2,2014,5,
METZ,PARIS EST,93.2,2014,5,
MARSEILLE ST CHARLES,LYON PART DIEU,78.6,2014,6,La circulation des TGV a été fortement perturbée par le mouvement social du 11 au 22 juin.
PARIS LYON,PERPIGNAN,87.3,2014,6,La circulation des TGV a été fortement perturbée par le mouvement social du 11 au 22 juin.
PARIS MONTPARNASSE,ANGOULEME,91.5,2014,6,
ANGOULEME,PARIS MONTPARNASSE,81.3,2014,6,
PARIS LYON,LYON PART DIEU,94.8,2014,6,
RENNES,LYON PART DIEU,90.2,2014,6,
PARIS LYON,MONTPELLIER,88.7,2014,6,
NANTES,STRASBOURG,90.2,2014,6,
PARIS NORD,LILLE,88.9,2014,6,
PARIS EST,NANCY,96.0,2014,6,
PARIS MONTPARNASSE,BORDEAUX ST JEAN,87.5,2014,6,
BESANCON FRANCHE COMTE TGV,PARIS LYON,87.2,2014,6,
POITIERS,PARIS MONTPARNASSE,87.0,2014,6,
AIX EN PROVENCE TGV,PARIS LYON,87.7,2014,7,
PARIS MONTPARNASSE,ST MALO,92.9,2014,6,
TOURS,PARIS MONTPARNASSE,80.9,2014,6,
PARIS LYON,AVIGNON TGV,87.1,2014,6,
PARIS NORD,ARRAS,91.5,2014,6,
REIMS,PARIS EST,95.1,2014,6,
PARIS LYON,SAINT ETIENNE CHATEAUCREUX,100.0,2014,6,
PARIS MONTPARNASSE,ANGERS SAINT LAUD,97.0,2014,4,
PARIS MONTPARNASSE,LA ROCHELLE VILLE,97.3,2014,4,
PARIS LYON,CHAMBERY CHALLES LES EAUX,82.1,2014,4,
PARIS MONTPARNASSE,ANGOULEME,97.2,2014,4,
BELLEGARDE (AIN),PARIS LYON,89.6,2014,3,
PARIS LYON,MULHOUSE VILLE,92.5,2014,4,
PARIS LYON,LYON PART DIEU,93.7,2014,4,
PARIS LYON,MACON LOCHE,93.4,2014,4,
PARIS LYON,DIJON VILLE,95.4,2014,4,
STRASBOURG,PARIS EST,92.9,2014,3,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,89.6,2014,8,
DIJON VILLE,PARIS LYON,91.7,2014,8,
LYON PART DIEU,LILLE,68.9,2015,6,"Toujours des travaux importants sur la LGV  entrainant des limitations de vitesse, essentiellement à Lapalud. Autres événements :
05/06 : plusieurs dérangements d'installations sur LGV Nord ainsi qu'à Lyon
08/06 : dérangements d'aiguilles à Arsy et à Sathonay 
13 et 15/06 : heurt de chevreuils sur LGV Nord
19:06 : panne d'une rame TGV avec rupture caténaire à Lunel
28/06 : colis suspects à Lille et Marseille + dérangement d'installation sur LGV SE
30/06 : vol de câble à Sainghin + effets de la chaleur
Pannes d'une  rame les 11, 13 ,  27, 30 juin"
LILLE,LYON PART DIEU,89.3,2013,4,Nombreux accidents de personnes et incidents d'installations techniques et électriques) répartis sur l'ensemble du parcours.
PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,86.6,2013,4,
PARIS MONTPARNASSE,ANGERS SAINT LAUD,97.0,2013,4,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,85.4,2013,3,
CHAMBERY CHALLES LES EAUX,PARIS LYON,85.2,2013,4,
PARIS LYON,DIJON VILLE,95.2,2013,4,
PARIS LYON,GRENOBLE,84.2,2013,4,
PARIS MONTPARNASSE,ANGERS SAINT LAUD,94.1,2015,5,
PARIS LYON,BESANCON FRANCHE COMTE TGV,97.0,2015,5,
PARIS MONTPARNASSE,ANGOULEME,95.6,2015,5,
MONTPELLIER,PARIS LYON,85.1,2015,5,
PARIS LYON,MONTPELLIER,89.1,2015,5,
PARIS LYON,GRENOBLE,91.2,2015,5,
GRENOBLE,PARIS LYON,96.7,2015,5,
PARIS LYON,ANNECY,85.0,2015,5,
METZ,PARIS EST,78.4,2015,5,
PARIS MONTPARNASSE,VANNES,91.6,2015,3,"Cette OD a été touchée par les événements suivants:  un heurt de chevreuil sur la ligne grande vitesse le 2 (28 TGV; de 13' à 58'), 2 accidents de personne à Vannes le 6 (6 TGV; de 13' à 1h51) et à Cesson le 26 (11 TGV; 12' à 2h24'), un feu de traverses à l'entrée de Paris Montparnasse le 14 (6 TGV; 12' à 33'), un incendie aux abords des voies vers Laval le 23  (7 TGV; 22' à 2h05) ainsi que la divagation d'un chien sur la ligne grande vitesse à St Arnoult le 31 (13 TGV; de 12' à 36'). On compte par ailleurs 4 dérangements d'installations sur la ligne grande vitesse les 1, 2, 16 et 23 touchant jusqu'à 7 trains par jour avec des retards allant de 12' à 1h05 et un incident caténaire le 22 vers Redon (9 TGV; de 12' à 80')."
LE MANS,PARIS MONTPARNASSE,91.4,2015,4,
ST MALO,PARIS MONTPARNASSE,95.1,2015,3,
PARIS MONTPARNASSE,TOURS,92.1,2015,3,
LAVAL,PARIS MONTPARNASSE,97.0,2015,4,
PERPIGNAN,PARIS LYON,87.7,2015,3,
TOULON,PARIS LYON,84.7,2015,3,
DUNKERQUE,PARIS NORD,93.3,2015,4,
LILLE,PARIS NORD,91.4,2015,4,
DOUAI,PARIS NORD,86.4,2015,4,
LYON PART DIEU,LILLE,67.4,2015,4,"Les principaux évènements survenus au mois d'avril sont :
3 accidents de personne : Marne la Vallée et Choisy le Roi le 05 ainsi que Vergeze le 30
Plusieurs heurts d'animaux  : Allan le 08, Fresnoy le 14 et Sully le 21
Des colis suspects à Roissy les 01 et 30
Défauts d'alimentations : à Cesseins le 07, Vennissieux le 10 et à Aix le 17
Dérangement d'installations : Oignies le 03, Montanay le 08 et Sathonay le 24
Des travaux importants sur la LGV  entrainant des limitations de vitesse, essentiellement à Ressons et Lapalud"
PARIS LYON,MONTPELLIER,86.2,2015,4,3 heurts d'animaux sur ligne à grande vitesse et 2 accidents de personne ont généré des retards importants en Avril
PARIS MONTPARNASSE,LA ROCHELLE VILLE,95.3,2015,4,
PARIS MONTPARNASSE,ANGERS SAINT LAUD,97.0,2015,4,
PARIS MONTPARNASSE,BORDEAUX ST JEAN,93.4,2015,4,
PARIS LYON,BESANCON FRANCHE COMTE TGV,94.3,2015,4,
PARIS LYON,MARSEILLE ST CHARLES,90.1,2015,4,
PARIS MONTPARNASSE,POITIERS,96.0,2015,4,
MACON LOCHE,PARIS LYON,89.9,2015,4,
NANTES,STRASBOURG,92.7,2015,4,
MONTPELLIER,LYON PART DIEU,78.9,2015,3,"Les travaux de raccordement du réseau actuel à la nouvelle ligne à grande vitesse (qui contournera Nîmes et Montpellier à partir de 2017), ainsi que des travaux sur ligne classique près de Montpellier ont généré des ralentissements en mars"
PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,97.8,2015,3,
PARIS LYON,SAINT ETIENNE CHATEAUCREUX,94.2,2015,3,
PARIS LYON,AIX EN PROVENCE TGV,95.7,2015,3,
PARIS MONTPARNASSE,ANGOULEME,95.1,2015,3,
PARIS MONTPARNASSE,BREST,97.8,2015,3,
LYON PART DIEU,PARIS LYON,96.5,2015,3,
PARIS LYON,LYON PART DIEU,98.3,2015,3,
PARIS LYON,DIJON VILLE,97.9,2015,3,
PARIS LYON,PERPIGNAN,90.0,2015,3,
ST PIERRE DES CORPS,PARIS MONTPARNASSE,89.5,2015,4,
PARIS MONTPARNASSE,ST PIERRE DES CORPS,92.6,2015,4,
ANGERS SAINT LAUD,PARIS MONTPARNASSE,94.1,2015,5,
POITIERS,PARIS MONTPARNASSE,93.6,2015,4,
QUIMPER,PARIS MONTPARNASSE,97.7,2015,4,
PARIS MONTPARNASSE,QUIMPER,96.0,2015,4,
PARIS MONTPARNASSE,RENNES,96.2,2015,4,
VANNES,PARIS MONTPARNASSE,98.0,2015,4,
TOURS,PARIS MONTPARNASSE,89.4,2015,4,
PARIS NORD,ARRAS,93.4,2015,4,
LAVAL,PARIS MONTPARNASSE,92.5,2015,6,"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn); le 9 un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)"
AIX EN PROVENCE TGV,PARIS LYON,88.1,2015,6,
ANGOULEME,PARIS MONTPARNASSE,85.9,2015,6,
VANNES,PARIS MONTPARNASSE,94.0,2015,5,
TOURS,PARIS MONTPARNASSE,94.9,2015,5,
PARIS MONTPARNASSE,ST PIERRE DES CORPS,83.3,2011,9,
PARIS MONTPARNASSE,TOULOUSE MATABIAU,92.6,2011,9,
PARIS LYON,BESANCON FRANCHE COMTE TGV,91.0,2011,9,
QUIMPER,PARIS MONTPARNASSE,96.7,2011,9,
PARIS MONTPARNASSE,RENNES,91.3,2011,9,
RENNES,PARIS MONTPARNASSE,97.1,2011,9,
BELLEGARDE (AIN),PARIS LYON,94.9,2011,9,
DIJON VILLE,PARIS LYON,94.2,2011,10,
PARIS LYON,DIJON VILLE,95.9,2011,10,
GRENOBLE,PARIS LYON,91.7,2011,10,
LA ROCHELLE VILLE,PARIS MONTPARNASSE,88.1,2011,10,
PARIS LYON,MARSEILLE ST CHARLES,92.0,2011,10,
LE MANS,PARIS MONTPARNASSE,79.1,2011,10,
ANGOULEME,PARIS MONTPARNASSE,81.3,2011,10,
LAVAL,PARIS MONTPARNASSE,90.6,2011,10,
PARIS LYON,NICE VILLE,82.7,2011,10,
MULHOUSE VILLE,PARIS LYON,91.9,2011,10,
PARIS LYON,MULHOUSE VILLE,86.7,2011,10,
LYON PART DIEU,LILLE,76.4,2011,10,
LILLE,LYON PART DIEU,90.4,2011,10,
PARIS MONTPARNASSE,POITIERS,91.7,2011,9,
POITIERS,PARIS MONTPARNASSE,94.1,2011,9,
LYON PART DIEU,PARIS LYON,93.9,2011,9,
MONTPELLIER,PARIS LYON,91.4,2011,9,
PARIS LYON,MONTPELLIER,86.7,2011,9,
NICE VILLE,PARIS LYON,88.5,2011,9,
PARIS LYON,MULHOUSE VILLE,89.4,2011,9,
LILLE,PARIS NORD,92.2,2011,9,
PARIS EST,NANCY,96.2,2011,9,
METZ,PARIS EST,94.8,2011,9,
ST PIERRE DES CORPS,PARIS MONTPARNASSE,79.1,2011,10,
PARIS MONTPARNASSE,ST PIERRE DES CORPS,83.6,2011,10,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,84.5,2011,10,
PARIS LYON,SAINT ETIENNE CHATEAUCREUX,82.4,2011,10,
POITIERS,PARIS MONTPARNASSE,84.7,2011,10,
PERPIGNAN,PARIS LYON,86.7,2011,10,
PARIS LYON,ANNECY,92.2,2011,10,
PARIS LYON,MARSEILLE ST CHARLES,93.3,2012,1,
PARIS MONTPARNASSE,ANGOULEME,94.3,2012,1,
PARIS LYON,MARSEILLE ST CHARLES,92.6,2013,6,
POITIERS,PARIS MONTPARNASSE,94.7,2013,6,
ANGOULEME,PARIS MONTPARNASSE,91.3,2013,6,
PARIS MONTPARNASSE,NANTES,93.7,2013,6,
PARIS MONTPARNASSE,RENNES,94.2,2013,6,
NANTES,PARIS MONTPARNASSE,95.6,2013,6,
MACON LOCHE,PARIS LYON,89.2,2013,6,
LYON PART DIEU,LILLE,80.6,2013,6,
STRASBOURG,NANTES,91.4,2013,6,
METZ,PARIS EST,90.9,2013,6,
PARIS LYON,NICE VILLE,78.8,2013,8,"Deux incidents caténaires, des vols de câbles, des heurts d'animaux sauvages et la chute d'une voiture sur les voies près de Marseille ont fortement perturbé la circulation des TGV en août."
ST PIERRE DES CORPS,PARIS MONTPARNASSE,85.1,2013,8,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,91.7,2013,8,
PARIS MONTPARNASSE,RENNES,89.6,2013,8,
PARIS MONTPARNASSE,ST MALO,88.7,2013,8,
PARIS LYON,PERPIGNAN,89.6,2013,8,
NIMES,PARIS LYON,83.1,2013,8,
PARIS EST,REIMS,97.7,2013,8,
LYON PART DIEU,MARSEILLE ST CHARLES,76.6,2013,9,"Quatre accidents de personne, un vol de câbles et des incidents techniques suite à des orages ont fortement perturbé la circulation des TGV."
MARSEILLE ST CHARLES,LILLE,73.1,2013,9,Trois accidents de personnes et dérangements d'installations.
MARSEILLE ST CHARLES,LYON PART DIEU,80.4,2013,9,
LYON PART DIEU,PARIS LYON,94.9,2013,9,
LAVAL,PARIS MONTPARNASSE,89.6,2013,9,
MACON LOCHE,PARIS LYON,88.6,2013,9,
PARIS NORD,DUNKERQUE,92.9,2013,9,
LILLE,PARIS NORD,86.4,2013,9,
PARIS LYON,MARSEILLE ST CHARLES,94.0,2013,9,
MARSEILLE ST CHARLES,PARIS LYON,93.4,2013,9,
ANGOULEME,PARIS MONTPARNASSE,85.4,2013,9,
PARIS MONTPARNASSE,ST MALO,90.7,2013,9,
PARIS MONTPARNASSE,NANTES,93.2,2013,9,
TOURS,PARIS MONTPARNASSE,86.4,2013,9,
PARIS MONTPARNASSE,TOURS,88.8,2013,9,
STRASBOURG,PARIS EST,86.7,2013,9,
ANGOULEME,PARIS MONTPARNASSE,89.6,2014,12,"La ligne a été affectée par des incidents externes dont un accident de personne d'abord près de Tours le 14/12 retarde près d'une vingtaine de TGV de 11' à 2h40; le 22/12 le heurt d'un sanglier sur la Ligne à Grande Vitesse près de St Arnoult retarde une trentaine de TGV (de 11min à 1h18).
Enfin, le 25/12: un dérangement des installations entre Paris Montparnasse & Massy retarde 32 TGV (25min à 2h38)."
LYON PART DIEU,MONTPELLIER,74.4,2014,12,Les intempéries en région Languedoc Roussillon ont perturbé la régularité de cette relation en décembre.
BORDEAUX ST JEAN,PARIS MONTPARNASSE,90.6,2014,12,
RENNES,PARIS MONTPARNASSE,94.4,2014,11,
LAVAL,PARIS MONTPARNASSE,91.9,2014,12,
MULHOUSE VILLE,PARIS LYON,94.7,2014,12,
PARIS LYON,DIJON VILLE,97.0,2014,12,
LILLE,MARSEILLE ST CHARLES,82.8,2014,12,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,100.0,2014,11,
LA ROCHELLE VILLE,PARIS MONTPARNASSE,88.6,2015,7,"Cette ligne a été impactée par plusieurs incendies aux abords des voies, notamment dans la région de VENDÔME : le 10/07 (53 TGV retardés de 12' à 3h50), le 11/07 (20 TGV retardés de 11' à 2h47), le 17/07 (46 TGV retardés de 16' à 4h56), et un autre sur LGV le 21/07 (20 TGV retardés de 15' à 2h20). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00). Enfin, un incident caténaire au sud de TOURS à fortement perturbé la journée du 30/07 (53 TGV retardés de 6' à 6h30)."
LYON PART DIEU,RENNES,62.0,2015,7,"Cette ligne a été impactée par plusieurs incendies aux abords des voies : le 12/07 à NOYEN (17 TGV retardés de 11' à 2h47), sur LGV le 21/07 (20 TGV retardés de 15' à 2h20) et le 22/07 entre LAVAL et LE MANS (26 TGV de 13' à 4h03). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ainsi que par un rail cassé le 09/07 sur LGV Sud-Est (6 TGV retardés de 30' à 2h01) ; et par la panne d'un train le 18/07 sur LGV (22 TGV de 16' à 2h43)."
